Source,ownership,Region,Name,Country,address,City and Region,State,description,Simple Category,Full Category,E-mail,Website,Phone,Facebook,Lat,Long,Tools,Short blurb (NULL),Fablabs url (NULL),wiki_hackerspaces,Status,Flickr,YouTube,Ustream,Mailinglist,Last Updated,Open to Exchanges?,IRC,Date of founding,Number of members,Wiki,Twitter,GooglePlus / Facebook,Membership fee,Jabber,Open to Residencies?,City,State or District,"meetup, Eventbrite",Size of rooms,Original Long lat or degrees,,g_Address,g_LatLng,g_Icon,g_Id,g_Place_Id,g_Name,,g_Rating,g_Types,open_CONTACT FIRST NAME,open_CONTACT SURNAME,open_CONTACT POSITION,IMAGE URL,FUNCTION,THEME,FORM,FOCUS,SUBMITTER FIRST NAME,SUBMITTER SURNAME,SUBMITTER EMAIL,SUBMITTER ORGANISATION,ADDRESS 1,ADDRESS 2,ADDRESS 3,Address 4,POSTCODE,address_open,description_open,Full Category_open,Lat_open,Long_open,faire_category,faire_annual,faire_name,faire_year,faire_event_type,faire_event_start_date,,giz_impact
open,Government,Europe,MuseumsQuartier,Austria,"Museumsplatz 1/5, Vienna, 1070",Vienna,,"With about 70 cultural facilities, the MuseumsQuartier Wien is one of the largest art and culture complexes in the world. The many courtyards, _caf_s, and shops throughout the complex lend it the additional quality of being an urban living room and an oasis of calm and recreation in the middle of the city.",Cluster,Gallery Cluster,office@mqw.at,http://www.mqw.at/en/the+mq/,,https://www.facebook.com/MuseumsQuartierWien,48.203499,16.359118,,,,,,,,,,,,,2001,,,@mqwien,,,,,,,,,,,,,,,,,,,,,,,http://movement.open.co/sites/default/files/styles/medium/public/museumsquartier.jpeg?itok=stlwkdGh,"Learning, Making, Celebrating",Culture,Physical,Local,,,,,Museumsplatz 1/5,,,Vienna,1070,,,,,,,,,,,,,
open,Non-Profit,North America,National Novel Writing Month,United States,"814 Mission´, St. Suite 205,  San Francisco, CA 94103",San Francisco,,"A non-profit to encourage creative writing through an annual pledge in which participants agree to write a novel during the month of November. By providing a forum for writers, an ability to track progress, receive support and a deadline, they aim to foster the production of novels.",Cluster,Marketplace,info@nanowrimo.org,http://nanowrimo.org/,,https://www.facebook.com/nanowrimo,37.784461,-122.40482,,,,,,,,,,,,,1999,,,@NaNoWriMo,,,,,,,,,,,,,,,,,,,,Hyland,Baron,Managing Director,http://movement.open.co/sites/default/files/styles/medium/public/national-novel-writing-month.jpeg?itok=PTjj0kA1,"Sharing, Working, Celebrating","Community, Culture",Digital,Global,,,,,814 Mission´,St. Suite 205,,San Francisco,CA 94103,,,,,,,,,,,,,
open,Entrepreneur,Asia,NeoCha,China,"Huaihai Zhong Rd, ´Lane 1285, No. 51, 2nd Floor, Xuhui District, Shanghai, 200031´",Shanghai,,"A web-magazine with bilingual updates of artistic creations and emerging youth culture from China.The platform is a product of the NeochaEDGE creative agency that develops multi-disciplinary solutions, manages commercial artistic collaboration and consults international brands.",Cluster,Marketplace,EDGE@Neocha.com,http://edge.neocha.com/,,https://www.facebook.com/NeochaEDGE,121.451361,31.213205,,,,,,,,,,,,,2007,,,@NeochaEDGE,,,,,,,,,,,,,,,,,,,,Adam,Schokora´,Co-founder,http://movement.open.co/sites/default/files/styles/medium/public/neocha.jpeg?itok=479xSrza,Celebrating,Culture,Digital,National,,,,,Huaihai Zhong Rd,´Lane 1285,"No. 51, 2nd Floor, Xuhui District",Shanghai,200031´,,,,,,,,,,,,,
open,Non-Profit,North America,Open Architecture Network,United States,", 695 Minna Street,  San Francisco, CA 94103-2717,",San Francisco,,"An online, open-source community dedicated to improving living conditions through innovative and sustainable design and architecture. Here designers can share, evaluate and manage ideas and collaborate on projects under the protection of the Creative Commons.",Cluster,Marketplace,press@architectureforhumanity.org,http://openarchitecturenetwork.org/,,https://www.facebook.com/ArchForHumanity,37.777584,-122.412415,,,,,,,,,,,,,1999,,,@archforhumanity,,,,,,,,,,,,,,,,,,,,"Cameron ,",Sinclair,Executive Director of Architecture for Humanity,http://movement.open.co/sites/default/files/styles/medium/public/open-architecture-network.jpeg?itok=-jzzLRCE,"Sharing, Making, Learning",Design,Digital,Global,,,,,,695 Minna Street,,San Francisco,"CA 94103-2717,",,,,,,,,,,,,,
open,Entrepreneur,North America,Open Tech Forever,United States,"9982 East, 112th Avenue,  Henderson, CO 80640",Henderson,,"A cooperatively-owned start-up company that designs and sells open source products to create a community of radical collaborators building open source machines, agriculture tools, and eco-technologies to enhance a shared economy.",Cluster,Marketplace,aaron@opentechforever.com,http://www.opentechcollaborative.cc,,https://www.facebook.com/opentechforever?fref=ts,39.900058,-104.87139,,,,,,,,,,,,,2013,,,https://twitter.com/OpenTechCo,,,,,,,,,,,,,,,,,,,,Aaron,Makaruk,Director of Development,http://movement.open.co/sites/default/files/styles/medium/public/open-tech-forever.jpeg?itok=Ot9ZU1zx,"Trading, Sharing",Tech,Physical,Local,,,,,9982 East,112th Avenue,,Henderson,CO 80640,,,,,,,,,,,,,
open,Corporation,Europe,Paintworks Bristol,United Kingdom,"Bath Road, Bristol, BS4 3EH",Bristol,,"Paintworks is a thriving 12-acre regeneration of a mixed-use district in Bristol, primarily centred on fostering a genuine sense of community. There are studios to live and work in, environments to create in, and various event spaces.",Cluster,Cluster,ccollis@alderking.com,http://www.paintworksbristol.co.uk/,,https://www.facebook.com/paintworksbristol,51.442811,-2.568323,,,,,,,,,,,,,2004,,,@paintworks_,,,,,,,,,,,,,,,,,,,,,,,http://movement.open.co/sites/default/files/styles/medium/public/paintworks-bristol.jpeg?itok=kXYgdSQC,"Making, Working, Celebrating","Culture, Community",Physical,Local,,,,,Bath Road,,,Bristol,BS4 3EH,,,,,,,,,,,,,
open,Non-Profit,Europe,Pledge Bank,United Kingdom,"483 Green Lanes, ´Greater London,  London, N13 4BY",London,,"A website which encourages people to get things done in collaboration. One can set up pledges and then encourage other people to sign up to them. A pledge is a statement of the form 'I will do something, if a certain number of people will help me do it'.",Cluster,Marketplace,´team@pledgebank.com´,http://www.en-gb.pledgebank.com/faq,,https://www.facebook.com/pages/PledgeBank/140421252697787?fref=ts,51.622613,-0.105339,,,,,,,,,,,,,2005,,,,,,,,,,,,,,,,,,,,,,,Mike,Bracken,Team,http://movement.open.co/sites/default/files/styles/medium/public/pledge-bank.jpeg?itok=icSQ4uKD,"Making, Sharing",Community,Digital,Global,,,,,483 Green Lanes,´Greater London,,London,N13 4BY,,,,,,,,,,,,,
open,Entrepreneur,Asia,Portfolios,Thailand,", Bangkok, ",Bangkok,,"A creative art and design community, where photographers, designers and musicians can share their knowledge and learn from others. They display or critique work, discuss in forums or blog about experiences. The platform is a mixture of creative sharing and social networking.",Cluster,Marketplace,´contact@portfolios.net´,http://www.portfolios.net/,,https://www.facebook.com/portfolios.net,13.728869,100.536035,,,,,,,,,,,,,2009,,@portfoliosnet,,,,,,,,,,,,"10150, Thailand","13.728869, 100.536035",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,7b6960096b1454f71d4eab4451a87d007e01424e,ChIJqakITSmf4jAR_FdTw9-RGSc,Blue Orange Asia Brand Marketing Co Ltd,,,"[u'point_of_interest', u'establishment']",Ace Thanaboon´,Somboon,CEO,http://movement.open.co/sites/default/files/styles/medium/public/portfolios.jpeg?itok=mrzNQGhA,"Celebrating, Mentoring, Learning","Culture, Community",Digital,National,,,,,,,,Bangkok,,,,,,,,,,,,,,
open,Non-Profit,South America,Porto Digital,Brazil,"Rua dDo Apolo 181, Bairro Do Recife, 50030 220, Recife, ",Recife,,"An urban science park made up of buildings dotted around the island of Old Recife, which seeks to be the best environment for innovation and enterprise in the fields of technology and creativity in Brazil.",Cluster,Cluster,"comunicacao@portodigital.org, emanoel@portodigital.org",http://www.portodigital.org/,,,-8.061827,-34.872821,,,,,,,,,,,,,2000,,,@porto_digital,,,,,,,,,,,,,,,,,,,,Emanoel,Querette,Researcher,http://movement.open.co/sites/default/files/styles/medium/public/porto-digital.jpeg?itok=LAFj4FsQ,"Working, Investing","Culture, Tech",Physical,Regional,,,,,Rua dDo Apolo 181,Bairro Do Recife,50030 220,Recife,,,,,,,,,,,,,,
open,Entrepreneur,South America,Queremos,Brazil,", Rio De Janeiro, ",Rio De Janeiro,,"A platform where fans that are interested in seeing a certain act, can pledge money upfront to get a concert funded. It is a crowdfunding website for concerts across Brazil.",Cluster,Marketplace,,http://www.queremos.com.br/,,https://www.facebook.com/queremos,-22.897724,-43.1868781,,,,,,,,,,,,,2010,,@Queremos,,,,,,,,,,,,"R. Sacadura Cabral, 147 - SaÃºde, Rio de Janeiro - RJ, 20081-261, Brazil","-22.897724, -43.1868781",https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,48e4f8c6ab856fe6d5b7d83544e8ebc3bd5858f2,ChIJkRkkYkR_mQAR0p_pQ5aCCQQ,Sacadura,,4.3,"[u'night_club', u'point_of_interest', u'establishment']",Tiago´,Compagnoni,CFO,http://movement.open.co/sites/default/files/styles/medium/public/queremos.jpeg?itok=WS2AFuR1,"Trading, Celebrating","Culture, Community",Digital,National,,,,,,,,Rio De Janeiro,,,,,,,,,,,,,,
open euro list,,,Rochuspark,Austria,,Wien,,,Cluster,,office@rochuspark.at,http://www.rochuspark.at/,,,48.2016985,16.3931815,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rochuspark, 1030 Wien, Austria","48.2016985, 16.3931815",https://maps.gstatic.com/mapfiles/place_api/icons/geocode-71.png,d19e55358b1370c4dfdeb34b54bf51e4f735caa6,ChIJ3y8qh24HbUcRMLKp4DOd1dc,Rochuspark,,,[u'route'],,,,,,,,,,,,,,,,,1030,,,,,,,,,,,,,
open,,,Roco Creative Coop,United Kingdom,"338-346 Glossop Road, Sheffield, S10 2HW",Sheffield,,"ROCO is Sheffield€s first large scale co-operative development built exclusively for the next wave of creators, artists, designers and makers. We are transforming 7 Grade II listed buildings on Glossop Road in the heart of the city to house our galleries, maker spaces, studios, arts & design retail spaces, deli, bookshop, cafe bar and roof top gardens. ",Cluster,Cluster,,http://www.theroco.org,,,53.380241,-1.485293,,,,,,,,,,,,,2015,,,@weareroco,,,,,,,,,,,,,,,,,,,,,,,http://movement.open.co/sites/default/files/styles/medium/public/roco-coop.png?itok=HOgmGwqv,,,,,,,,,338-346 Glossop Road,,,Sheffield,S10 2HW,,,,,,,,,,,,,
open,Informal group,Europe,Romagna Creative District,Italy,"Piazzale della Vittoria, 1, Forli, 47121",Forli,,"Romagna Creative District (RCD) is a social network for creative communication, fashion, design, art, music, videomaking, architecture, theater and webdesign that is based in the Romagna region and in the city of Bologna.",Cluster,Marketplace,info@romagnacreativedistrict.com,http://www.romagnacreativedistrict.com,,https://www.facebook.com/pages/Romagna-Creative-District/154937947869882,44.218939,12.048801,,,,,,,,,,,,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,http://movement.open.co/sites/default/files/styles/medium/public/romagna-creative-district.jpeg?itok=ps_DJ9qN,"Learning, Sharing, Mentoring, Celebrating","Culture, Community, Youth, Design",Digital,Regional,,,,,"Piazzale della Vittoria, 1",,,Forli,47121,,,,,,,,,,,,,
open,Government,Asia,Share Hub,South Korea,",  Seoul, Korea, ",Korea,,"Share Hub is a project powered by Creative Commons Korea. Share Hub brings news and information related to sharing activities in Korea on ShareHub.kr. It´also provides a directory of various sharing services and projects happening in Korea like a phone book for easy browsing on the growing Korean sharing movement. Finally, Share Hub runs on and off line campaigns and seminars in order to raise awareness and engage general public participation on sharing. Share Hub is sponsored by Seoul City under oSeoul Metropolitan Government Act for Promoting Sharing.ï This Act includes opening City Goverment data and contents, sharing municipally-owned idle spaces, and supporting sharing economy services.´

´

´",Cluster,Marketplace, creative@cckorea.org ,http://english.sharehub.kr/,,,126.9667,37.5667,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,http://movement.open.co/sites/default/files/styles/medium/public/ShareHub.jpg?itok=2_3mTEo2,"Learning, Sharing, Trading","Community, Design, Politics, Education",Digital,Regional,,,,,,,Seoul,Korea,,,,,,,,,,,,,,
open,Non-Profit,Middle East & North Africa,Starch,Lebanon,"1051 Quartier des Art, Saifi Village,  Beirut, ",Beirut,,"A non-profit organization with an annual programme, which selects six young designers to help them develop and promote their collections, and allows them to fill STARCH boutique for one year. Designers get to participate in workshops or seminars, to make their businesses thrive.",Cluster,Marketplace,tala@starchfoundation.org,http://www.starchfoundation.org/,,,35.509931,33.894802,,,,,,,,,,,,,2008,,,,,,,,,,,,,,,,,,,,,,,Tala,Hajjar,Manager,http://movement.open.co/sites/default/files/styles/medium/public/starch.jpeg?itok=oVM6v1pw,"Investing, Trading, Mentoring",Design,Physical,Local,,,,,1051 Quartier des Art,Saifi Village,,Beirut,,,,,,,,,,,,,,
open,Government,Europe,Tech City,United Kingdom,"The Trampery 8-15, Dereham Plac, EC2A 3HJ, London, ",London,,"A dataset of constantly evolving information of East London's technology and creative ecosystem. A map shows where businesses are located, uses streams of Twitter data to reveal the connections between them and calculates each company's influence in the community.",Cluster,Cluster,enquiries@techcitymap.com,http://www.techcitymap.com/index.html#/,,https://www.facebook.com/pages/Tech-City-Map/309497869064831,51.529894,-0.085239,,,,,,,,,,,,,2011,,,@TechCityMap,,,,,,,,,,,,,,,,,,,,Charles,Armstrong,Director,http://movement.open.co/sites/default/files/styles/medium/public/tech-city.jpeg?itok=0T6Cu_0l,Learning,"Tech, Politics",Digital,Local,,,,,The Trampery 8-15,Dereham Plac,EC2A 3HJ,London,,,,,,,,,,,,,,
open,Government,Europe,Technology Strategy Board,United Kingdom,"The Technology Strategy Board, North Star House, North Star Avenue, Swindon, SN2 1UE",Swindon,,"A governmental agency, which supports and funds business-led innovation. It creates partnerships across academia, business and government, reduces risk and identify priority areas that have potential for boosting economic growth.",Cluster,Cluster,´support@innovateuk.org,http://www.innovateuk.org/,,https://www.facebook.com/technologystrategyboard/timeline,51.565682,-1.789466,,,,,,,,,,,,,2007,,,@innovate_uk,,,,,,,,,,,,,,,,,,,,Iain´,Gray,Chief Executive,http://movement.open.co/sites/default/files/styles/medium/public/technology-strategy-board.jpeg?itok=1kpGVrA-,"Investing, Mentoring",Tech,Digital,National,,,,,The Technology Strategy Board,North Star House,North Star Avenue,Swindon,SN2 1UE,,,,,,,,,,,,,
open,,Europe,Telliskivi,Estonia,"Brick 60A, Tallinn´, 10412",Tallinn´,,"A creative and active environment in a former industrial complex, offering space for studios, exhibition grounds, cosy eateries and a flea market. The goal is to operate as a self-sustaining community.",Cluster,Cluster,info@telliskivi.euinfo@telliskivi.e,http://telliskivi.eu/et/linnak/tutvustus/,,https://www.facebook.com/telliskiviloomelinnak,59.43161,24.743614,,,,,,,,,,,,,2009,,,,,,,,,,,,,,,,,,,,,,,Raiko,Uri,Board,http://movement.open.co/sites/default/files/styles/medium/public/telliskivi.jpeg?itok=T5sYer1y,"Making, Trading","Culture, Food, Community",Physical,Local,,,,,Brick 60A,,,Tallinn´,10412,,,,,,,,,,,,,
open,,Europe,Temple Bar - Dublin Cultural Quarter,Ireland,"12 East Essex Street, Temple Bar,  Dublin, ",Dublin,,"A medieval cultural quarter where galleries, theatres, performance venues, markets and cinema screens foster a creative community. The institutions host cultural development programmes and provide workspaces for artists to bring culture closer to the people.",Cluster,Cluster,info@templebar.ie,http://www.templebar.ie/,,https://www.facebook.com/TempleBarCulturalTrust/timeline,53.345684,-6.263765,,,,,,,,,,,,,1991,,,@TBCT,,,,,,,,,,,,,,,,,,,,Ray,Yeates´,ICE,http://movement.open.co/sites/default/files/styles/medium/public/temple-bar-dublin-cultural-quarter.jpeg?itok=AmuYYlof,"Learning, Making, Trading","Culture, Community, Food",Physical,Local,,,,,12 East Essex Street,Temple Bar,,Dublin,,,,,,,,,,,,,,
open,Non-Profit,Europe,The Factory of Art & Design,Denmark,"Sundholmsvej 46, Copenhagen, 2300",Copenhagen,,"FABRIKKEN / The Factory of Art and Design is a production and resource center in Copenhagen, where professional artists and designers work in more than 50 studios and the cathedral-like factory hall. 

FABRIKKEN puts a premium on outreach, international exchange and networking. We facilitate artist-in-residence programs, hold the annual Alt_Cph art fair, work with local schools on outreach projects, and much more.",Cluster,Cluster,ml@ffkd.dk,http://ffkd.dk/content/factory-art-design,,https://www.facebook.com/FABRIKKENsfanside,55.659812,12.595927,,,,,,,,,,,,,1992,,,@FABRIKKENffkd,,,,,,,,,,,,,,,,,,,,Marie Louise Helveg  ,Bögh,Daily Leader,http://movement.open.co/sites/default/files/styles/medium/public/alangabi_013_0.jpg?itok=wbDQhf0r,"Learning, Making, Working, Sharing","Culture, Community",Physical,Regional,,,,,Sundholmsvej 46,,,Copenhagen,2300,,,,,,,,,,,,,
open,"Informal group, Non-Profit",Europe,"The George & Dragon, Hudswell Community Pub",United Kingdom,"Hudswell Lane, Richmond, North Yorkshire,  DL11 6BL",,,"The George & Dragon pub is the first community owned pub in Yorkshire. Is it at the centre of the local community, offering a local shop, library, community allotments and free internet access. In 2008 the George & Dragon pub ceased trading and was put up for sale, it remained closed for two years until it was bought by the Hudswell Community Pub Ltd. The pub underwent extensive renovations to modernise before re-opening in June 2010.",Cluster,Marketplace,,http://georgeanddragonhudswell.co.uk/info,,https://www.facebook.com/pages/THE-GEORGE-DRAGON-HUDSWELL-RICHMOND,54.39748,-1.77683,,,,,,,,,,,,,2008,,,@gndhudswell,,,,,,,,,,,,,,,,,,,,Stuart,Miller,,http://movement.open.co/sites/default/files/styles/medium/public/Hudswell-community-pub-crop.png?itok=blrhjF6F,Sharing,Community,Physical,Local,,,,,Hudswell Lane,Richmond,North Yorkshire,,DL11 6BL,,,,,,,,,,,,,
