Source,"Changed, corrected",Region,Name,Country,address,City and Region,State,description,Category,Full Category,E-mail,Website,Phone,Facebook,Degrees,Long,Lat,Tools,Short blurb (NULL),Fablabs url (NULL),wiki_hackerspaces,Status,Flickr,YouTube,Ustream,Mailinglist,Last Updated,Open to Exchanges?,IRC,Date of founding,Number of members,Wiki,Twitter,GooglePlus,Membership fee,Jabber,Open to Residencies?,City,State or District,"meetup, Eventbrite",Size of rooms,Original Long lat or degrees,,g_Address,g_LatLng,g_Icon,g_Id,g_Place_Id,g_Name,g_Hours,g_Rating,g_Types,State 
Hackerspaces.org,,USA,LA Makerspace,USA,"1933 S. Broadway, #1138, Downtown / LA Metro-90007, Los Angeles","Los Angeles, California", California,,Makerspace/Hackerspace,,,http://lamakerspace.com,,https://www.facebook.com/lamakerspace,,-118.267,34.0308,,,,https://wiki.hackerspaces.org/LA_Makerspace,active,www.flickr.com/groups/lamakerspace/,http://youtube.com/lamakerspace,,http://lamakerspace.com/subscribe/,41337,,,41034,100,http://lamakerspace.wikispaces.com,http://twitter.com/LAMakerspace,https://plus.google.com/communities/111721802961854700392,"Day Pass=$20Annual Student = $275/yr or $25/monthAdult = $550/yr or $50/monthFamily of Four = $880/yr or $80/month",,,Los Angeles,California,https://lamakerspace.eventbrite.com,2100 sq ft,"34_ 1' 51"", -118_ 16' 1""",,"1933 S Broadway #1138, Los Angeles, CA 90007, United States","34.0311815, -118.266819",https://maps.gstatic.com/mapfiles/place_api/icons/school-71.png,e5f18aca24c0b327ffd6aafb6dcaaa49fddff7bc,ChIJXemm0NrHwoARYHhe1ZCNItU,LA Makerspace,,,"[u'point_of_interest', u'establishment']", California
Hackerspaces.org,,USA,"Black-Bird Artisan Hackers (Marlton, New Jersey)",USA,"193 Carlton Ave, 08053, Marlton","Marlton, New Jersey", New Jersey,I am ecstatic to find this movement.  To summarize. I am organizing the funding for and the lease or purchase of a hacker space in my area.  I am currently focused on a particular property which checks all the boxes. If there is no problem with the founders of this movement of was hoping to post the Artisan's Asylum Vision Statement to my web site and to use it in my efforts to fund the purchase/lease of the Hacker Space.  I would also like to post and promote a crowd sourced funding effort at KickStarter.org,Makerspace/Hackerspace,,dtekben@gmail.com,https://RandomBirds.com,856-985-3302,,,-74.9044,39.9036,,,,"https://wiki.hackerspaces.org/Black-Bird_Artisan_Hackers_(Marlton,_New_Jersey)",planned,,,,,40908,,,40908,1,,,,TBD,,,Marlton,New Jersey,,TBD,"39_ 54' 13"", -74_ 54' 16""",,,,,,,,,,, New Jersey
Hackerspaces.org,,USA,SoDo Makerspace,USA,"1914-B Occidental Ave S, 98134, Seattle","Seattle, Washington", Washington,,Makerspace/Hackerspace,,,http://sodomakerspace.org/,,,,-122.333,47.5847,,,,https://wiki.hackerspaces.org/SoDo_Makerspace,active,,,,,42266,,,41860,,,https://twitter.com/sodomakerspace,,,,,Seattle,Washington,,2000 ft^2,"47_ 35' 5"", -122_ 19' 58""",,"1914 Occidental Ave S, Seattle, WA 98134, United States","47.5850234, -122.3328608",https://maps.gstatic.com/mapfiles/place_api/icons/school-71.png,ddb938009584439608d00ed17ece8dc727db5ed4,ChIJ5fk8-Z1qkFQRowA46NU-cgo,SoDo MakerSpace,,,"[u'point_of_interest', u'establishment']", Washington
Hackerspaces.org,,USA,ReCode Hackspace,USA,"1914 S. E. Court Ave Pendleton OR, 97801, Pendleton","Pendleton, Oregon", Oregon,"Disclaimer:This emblem implies only a modus operandi and does not cover intent. Both the emblem and it's creator take no responsibility for any misdeed accomplished by following it's principals. The emblem itself is without intent. It is a tool for reasoning out ways to accomplish a goal an is indifferent to that goal being merely the process of thought involved.",Makerspace/Hackerspace,,recode01@gmail.com,https://www.facebook.com/group.php?gid=114415871948346,541-428-4040,https://www.facebook.com/group.php?gid=114415871948346,,-118.751,45.6689,,,,https://wiki.hackerspaces.org/ReCode_Hackspace,active,,,,,40623,,,40422,8,,,,The is no current member fee. Our hackspace goes by donation only.,,,Pendleton,Oregon,,~350 ft™_,"45_ 40' 8"", -118_ 45' 5""",,,,,,,,,,, Oregon
Hackerspaces.org,,USA,UAWC3 Labs,USA,"1901 Smucker Road, OH-44667, Orrville, United States","Orrville, Ohio", Ohio,"Wayne College desires to expand this program well beyond its introduction.  From an educational standpoint, we wish to excite students through interdisciplinary collaboration within the college, collaborations with local schools, community organizations, and businesses.  From a business standpoint, we wish to offer design services to local businesses.  It is important to coordinate our efforts with similar makerspace areas in the surrounding regions, encouraging community awareness through ties with local organizations.",Makerspace/Hackerspace,,tjh1@uakron.edu,http://blogs.uakron.edu/waynec3/,330-684-8722,,,-81.7664,40.8333,,,,https://wiki.hackerspaces.org/UAWC3_Labs,active,,,,tjh1@uakron.edu,42052,"""Yes"" is not in the list of possible values (yes, no, maybe) for this property.",,41640,Many,http://blogs.uakron.edu/waynec3/,,,None,,"""No"" is not in the list of possible values (yes, no, maybe) for this property.",Orrville,Ohio,,Classroom,"40_ 50' 0"", -81_ 45' 59""",,,,,,,,,,, Ohio
fab_lab,,USA,Stebbins High School Fab Lab,USA,"1900 Old Harshman Rd,  45424, ","Dayton, Ohio", Ohio,"We are an engineering career tech program in a comprehensive high school. Some of the projects that our students have designed and fabricated were skateboards, robotics, UAVs and electric guitars. We work on many design and fabrication projects with our students such as skateboard design and build with our sophomores, UAVs the junior year and then solid body electric guitars their senior year. We are open from 7:40am-2:40pm each day during the school year, and multiple days each week during the summer months. We also run an afterschool STEM program 2 days a week with our 5th-8th graders and multiple summer STEM camps out of our Fab Lab. Please see our equipment list below:Stratasys Dimension 3D printerTrotech Laser cutter/engraverShopbot CNC millRoland vinyl cutterSolidWokrs 3D CAD softwareMultiple Robotics platformsWe also have a full machine shop attached to our lab that has drills, mills, lathes, grinders and welders.",Fab Lab,,jim.prater@madriverschools.org,,937-237-4250 ext.7210,"<>, <>, <>, <>, <>",,-84.1272,39.7959,"three_d_printing, cnc_milling, laser, precision_milling, vinyl_cutting, ","We are an engineering career tech program in a comprehensive high school. Some of the projects that our students have designed and fabricated were skateboards, robotics, UAVs and electric guitars.",https://www.fablabs.io/stebbinshighschoolfablab,,,,,,,,,,,,,,,,,,,,,,"39.7959203, -84.1271791",,"1900 Harshman Rd, Dayton, OH 45404, United States","39.7965983, -84.1268255",https://maps.gstatic.com/mapfiles/place_api/icons/school-71.png,6e9d8af46a8f5cf9048cdc5cef10f31b73924940,ChIJhSY0i-OCQIgRoYQgXIoL_w4,Stebbins High School,,4.2,"[u'school', u'point_of_interest', u'establishment']", Ohio
Hackerspaces.org,,USA,Nova Labs,USA,"1881F and G Metro Center Drive, 20190, Reston","Reston, Virginia", Virginia,,Makerspace/Hackerspace,,info@nova-labs.org,http://nova-labs.org/,,,,-77.3392,38.9506,"Drill Press, 3D Printer, Lasercutter, CNC, Soldering Iron, Hot Air Rework Station",,,https://wiki.hackerspaces.org/Nova_Labs,active,http://www.flickr.com/photos/nova-labs,,,,41985,,,40879,70,http://www.nova-labs.org/wiki/,http://twitter.com/nova_labs,,"Member - $100/month, Associate - $0-50/month, Attendee - Free",,,Reston,Virginia,,"3,200 sq. ft.","38_ 57' 2"", -77_ 20' 21""",,"1916 Isaac Newton Square W, Reston, VA 20190, United States","38.954296, -77.3387638",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,bea32a9a40aa2a28e6bc976f657d06238753cc00,ChIJl-T_9M1JtokR_JjahNkrya8,"Nova Labs, Inc.",,,"[u'point_of_interest', u'establishment']", Virginia
Hackerspaces.org,,USA,HexLab Makerspace,USA,"18740 Oxnard St Los Angeles, CA 91356 #303, 91356, Los Angeles","Los Angeles, California", California,,Makerspace/Hackerspace,,,http://www.hexlabmakerspace.com,,https://www.facebook.com/hexlab,,-118.542,34.1794,"3D Printer, 3D Printer, 3D Printer, 3D Printer, 3D Printer, 3D Scanner, CNC, Lasercutter, Lasercutter, Sewing Machine, Soldering Iron, Air Compressor, Drill Press, Lathe, Portable Bandsaw",,,https://wiki.hackerspaces.org/Http://hackerspaces.org/wiki/Los_Angeles,active,,,,,41959,yes,,41639,50,,https://twitter.com/HexLabmake,,"55 for an individual $40 for the student $30 for a family member add on, www.hexlabmakerspace.com/membership-info/",,yes,Los Angeles,California,http://www.meetup.com/HexLabMakerspace/,4000ft2,"34_ 10' 46"", -118_ 32' 32""",,"9408 Owensmouth Ave, Los Angeles, CA 91311, United States","34.24094, -118.601422",https://maps.gstatic.com/mapfiles/place_api/icons/school-71.png,79269b4640e47ec74eb4817336e29119abcec712,ChIJn9vp-3KZwoARtjC2fUhX_qw,HexLab MakerSpace,,,"[u'point_of_interest', u'establishment']", California
Hackerspaces.org,,USA,Dallas Makerspace,USA,"1825 Monetary Lane, Suite 104, Carrollton, TX 75006, Dallas","Dallas, Texas", Texas,"Dallas Makerspace is a membership based, not-for-profit, shared community workshop and laboratory.  We are a community of local artists, engineers, scientists, makers, creators, and thinkers who collaborate on projects that promote science and technology.",Makerspace/Hackerspace,,,http://dallasmakerspace.org,,http://facebook.com/dallasmakerspace,,-96.9058,32.9408,,,,https://wiki.hackerspaces.org/Dallas_Makerspace,active,http://flickr.com/groups/dallasmakerspace/,,,,42271,,irc://irc.freenode.net/#dallasmakerspace,40205,1030,http://dallasmakerspace.org/wiki,http://twitter.com/dallasmakers,,$50 USD per month.,,,Dallas,Texas,,16500 ft™_,"32_ 56' 27"", -96_ 54' 21""",,"1825 Monetary Ln #104, Carrollton, TX 75006, United States","32.9407365, -96.9059907",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,336f7e79d4e8df86868d2b2fe7257ff6a7b1c83c,ChIJr0CtBdgfTIYRu74b8J8vVm8,Dallas Makerspace,,4.9,"[u'point_of_interest', u'establishment']", Texas
Hackerspaces.org,,USA,Erie Makerspace,USA,"180 West 14th Street, Erie, PA-16508, Erie","Erie, Pennsylvania", Pennsylvania,"To follow our online discussions and other news, check out the following links:",Makerspace/Hackerspace,,,http://eriemakerspace.com,,http://www.facebook.com/eriemakerspace,,-80.0742,42.1106,,,,https://wiki.hackerspaces.org/Erie_Makerspace,active,,http://www.youtube.com/user/eriemakerspace,,,41289,,,40940,10,http://wiki.eriemakerspace.com,http://twitter.com/EriMSMemberTrak,,35,,,Erie,Pennsylvania,,,"42_ 6' 38"", -80_ 4' 27""",,"181 W 14th St, Erie, PA 16501, United States","42.1206296, -80.0830699",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,7508ff92512843dd8263275e53d392c316bc0d8b,ChIJTYEIlB2AMogRVd_vmhgHLCA,Erie Makerspace,,,"[u'point_of_interest', u'establishment']", Pennsylvania
Hackerspaces.org,,USA,Maui Makers,USA,"180 Kapuai Rd, Haiku HI, 96708, Puunene","Puunene, Hawaii", Hawaii,"We have a number of wood working tools (drill press, band saw, etc), an Epilog Laser Cutter, Eggbot, Makerbot Cupcake 3D printer, Silhouette paper/vinyl cutter, soldering equipment and a collection of embedded processor Dev kits. Wood working, metal working, composites, and other light manufacturing are planned. Artists are strongly encouraged to join - we love collaboration.",Makerspace/Hackerspace,,jerry@mauimakers.com,http://www.mauimakers.com/blog/,,http://www.facebook.com/group.php?gid=147420945281078,,-156.448,20.8628,,,,https://wiki.hackerspaces.org/Maui_Makers,active,http://www.flickr.com/photos/mauimakers/,,,http://groups.google.com/group/mauimakers,41185,,,,10,http://www.mauimakers.com/wiki2,https://twitter.com/#!/MauiMaker,,300USD/year or 30USD/mo,,,Puunene,Hawaii,,1500ft™_,"20_ 51' 46"", -156_ 26' 52""",,"200 Waiehu Beach Rd, Wailuku, HI 96793, United States","20.9021599, -156.4821028",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,e9a89bcbdcccbf7e4daa273c9e0bf057987db30f,ChIJf35fwi7TVHkRPkOsdkXMYFI,"Maui Makers Inc, Maui's Makerspace",,,[u'establishment'], Hawaii
Hackerspaces.org,,USA,Black Lodge,USA,"17725 NE 65th A-155, Redmond, WA 98052, Redmond","Redmond, Washington", Washington,"The Black Lodge is located at 17725 NE 65th A-155, Redmond, WA 98052, adjacent to Marymoor park.  When visiting the Lodge, please take care to only park in our area (directly in front of the shop) or along the ends of the building complex. We want to be good neighbors to the other tenants and there is plenty of parking along the edges of the complex.  Access to the Lodge is only available during scheduled events or by arrangement.",Makerspace/Hackerspace,,contact@blacklodgeresearch.org,http://www.blacklodgeresearch.org,(425) 558-0870,http://www.facebook.com/group.php?gid=184457880880,,-122.104,47.6633,,,,https://wiki.hackerspaces.org/Black_Lodge,active,,,,http://www.dc206.org/?page_id=7,41340,,,39692,100,,https://twitter.com/the_black_lodge,,,,,Redmond,Washington,,1300ft™_ + a 600ft™_ loft,"47_ 39' 48"", -122_ 6' 15""",,"17725 NE 65th St, Redmond, WA 98052, United States","47.6633917, -122.1041713",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,79fbb4dc24b31cde21144caa31752faff290a3de,ChIJjV3DKJZykFQR1S5D0DytdmA,Black Lodge Research,,,[u'establishment'], Washington
Hackerspaces.org,,USA,Fresno Ideaworks,USA,"1755 Broadway Street, 93721, Fresno","Fresno, California", California,,Makerspace/Hackerspace,,,http://fresnoideaworks.org,,http://www.facebook.com/FresnoIdeaworks,,-119.799,36.7403,"3D Printer, CNC, Lasercutter, Drill Press, Lathe, Portable Bandsaw, Air Compressor, Welder, Soldering Iron, Sewing Machine, Serger, Arcade, ",,,https://wiki.hackerspaces.org/Fresno_Ideaworks,active,,,,,42167,,,41116,59,,,,"$40 monthly/$440 yearly // Half off ($20 monthly) for students, additional household family members, and outside of Fresno/Madera Counties//Day Passes available",,,Fresno,California,http://www.eventbrite.com/o/fresno-ideaworks-6650754661,7500 sq ft,"36_ 44' 25"", -119_ 47' 58""",,"1755 Broadway St, Fresno, CA 93721, United States","36.7407027, -119.799975",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,84fe3d2fef6504c03794ad4a6800dbcd6292ceca,ChIJZxjpJ6VglIARKcsAnzt_zpo,Fresno Ideaworks,,,"[u'point_of_interest', u'establishment']", California
Hackerspaces.org,,USA,Urban Workshop,USA,"17161 Gillette Ave, 92614, Irvine","Irvine, California", California,,Makerspace/Hackerspace,,info@urbanworkshop.net,http://www.urbanworkshop.net,949-296-2153,https://www.facebook.com/TheUrbanWorkshop,,-117.849,33.6978,"3D Printer, 3D Scanner, CNC, Lasercutter, Lathe, Drill Press, Welder, Air Compressor, Sewing Machine",,,https://wiki.hackerspaces.org/Urban_Workshop,active,,,,,41962,yes,,41774,100,,,,"Month to Month: $175Annual with 12 month payments: $125/monthAnnual Prepaid: $1392 ($116/month)Student/active military $99/month",,no,Irvine,California,,6000 ft^2,"33_ 41' 52"", -117_ 50' 58""",,"365 Clinton St, Costa Mesa, CA 92626, United States","33.6665783, -117.8787544",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,df0763a724254bbfb96fb24323f693a09a74662c,ChIJMd54Tbne3IAR72cZk7gdn2g,Urban Workshop,,4.9,"[u'point_of_interest', u'establishment']", California
Hackerspaces.org,,USA,Hacker Lab,USA,"1715 I Street, 95811, Sacramento","Sacramento, California", California,,Makerspace/Hackerspace,,,http://hackerlab.org,,http://facebook.com/sachackerlab,,-121.482,38.5786,"3D Printer, Lasercutter, CNC, Soldering Iron, Lathe, Welder, Sewing Machine",,,https://wiki.hackerspaces.org/Hacker_Lab,active,,,,,41992,,,40985,200,,http://twitter.com/sachackerlab,,$100/monthly,916.514.7044,,Sacramento,California,,4000 ft™_,"38_ 34' 43"", -121_ 28' 56""",,"1715 I St, Sacramento, CA 95811, United States","38.5789596, -121.4828192",https://maps.gstatic.com/mapfiles/place_api/icons/school-71.png,47bda9beba4190dd1d3179287c1f61664fa54dcd,ChIJOeQWgNDQmoARCj9bvWQ3Bqg,Hacker Lab,,4.7,"[u'school', u'point_of_interest', u'establishment']", California
Hackerspaces.org,,USA,Ribbon Farm,USA,"1701 Trumbull, MI-48226, Detroit","Detroit, Michigan", Michigan,,Makerspace/Hackerspace,,hello@ribbonfarm.org,http://ribbonfarm.org/,,http://www.facebook.com/ribbonfarm,,-83.0656,42.3292,,,,https://wiki.hackerspaces.org/Ribbon_Farm,active,http://www.flickr.com/photos/ribbonfarm/,http://www.youtube.com/user/ribbonfarm,,,41068,,,40931,30,,http://twitter.com/#!/ribbonfarmdet,,Two levels of membership: free and 50 USD monthly,,,Detroit,Michigan,,1500  ft™_,"42_ 19' 45"", -83_ 3' 56""",,"381 Kercheval Ave, Grosse Pointe, MI 48236, United States","42.410358, -82.8914903",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,0540f120381bf92e50ecf9b378e5fd0013d77106,ChIJvSklcfYpJYgRtGPPza1EVAg,Grosse Pointe Historical Society,,,"[u'museum', u'point_of_interest', u'establishment']", Michigan
Hackerspaces.org,,USA,REPLIK8TR,USA,"1701 S Ave West, 59801, Missoula","Missoula, Montana", Montana,"REPLIK8TR Makerspace is now active!  Our first member's meeting will be April 30th, at 7PM.  Check out our website for our current operating hours.",Makerspace/Hackerspace,,Replik8tr@gmail.com,http://www.replik8tr.com,4062417846,Facebook.com/replik8tr,,-114.019,46.8603,,,,https://wiki.hackerspaces.org/REPLIK8TR,active,,,,,41023,,,40998,7,,,,$20 / month.,,,Missoula,Montana,,300 ft^2,"46_ 51' 37"", -114_ 1' 10""",,,,,,,,,,, Montana
Hackerspaces.org,,USA,CoLab Workspace / Gangplank Tucson,USA,"17 E. Pennington St., Tucson, AZ, 85701, Tucson","Tucson, Arizona", Arizona,,Makerspace/Hackerspace,,,http://www.colab.ws,,http://www.facebook.com/colabws,,-110.971,32.2233,"3D Printer, Kitchen, Shower",,,https://wiki.hackerspaces.org/CoLab_Workspace,active,,,,www.colab.ws,41759,yes,,40831,210,,http://www.twitter.com/colabws,,Free,,yes,Tucson,Arizona,,7000 sqft,"32_ 13' 24"", -110_ 58' 16""",,"17 E Pennington St, Tucson, AZ 85701, United States","32.2230711, -110.9708873",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,299912edcec53ab735599fb6b4aad56ed3b6b292,ChIJZY4gKB5x1oYR0T7P_5ZBGC0,CoLab Workspace,,,"[u'point_of_interest', u'establishment']", Arizona
Hackerspaces.org,,USA,Ideacter,USA,"169 54th street unit 20, brooklyn, ny, 11219, New York City","New York City, New York", New York,,Makerspace/Hackerspace,,fcdesignconstruction@gmail.com,http://www.fc-architect.com/#!machines/c1btx,718-288-6666,,,-74.0197,40.6475,"CNC, 3D Printer, Lathe, Lasercutter, Portable Bandsaw, Drill Press, Portable Bandsaw",,,https://wiki.hackerspaces.org/Ideacter,active,,,,,42209,yes,,42109,,,,,300,,yes,New York City,New York,,1500 sft,"40_ 38' 51"", -74_ 1' 11""",,,,,,,,,,, New York
Hackerspaces.org,,USA,Parachute Factory,USA,"166 Bridge Street, Las Vegas, NM-87701, Las Vegas","Las Vegas, New Mexico", New Mexico,,Makerspace/Hackerspace,,info@parachutefactory.org,http://parachutefactory.org/,1-505-652-2348,http://www.facebook.com/parachutefactory,,-105.226,35.5931,"Lasercutter, 3D Printer, 3D Printer, 3D Printer, 3D Scanner",,,https://wiki.hackerspaces.org/Parachute_Factory,active,,https://www.youtube.com/watch?v=eetewHzSOyQ,,,42114,maybe,irc://irc.freenode.org#parachutefactory,41034,~300,,https://twitter.com/parachutemakers,,"Free admission to community workshops with RSVP, limited to a certain number of participants, and occasional materials fees (paid in USD)., Information subject to correction/updating. Contact Parachute Factory to learn the latest.",,no,Las Vegas,New Mexico,https://www.eventbrite.com/e/makecation-at-parachute-factory-in-new-mexico-tickets-13005478737?show_onboarding=1&internal_ref=login,135+ square meters.,"35_ 35' 35"", -105_ 13' 32""",,"166 Bridge St, Las Vegas, NM 87701, United States","35.5932665, -105.225735",https://maps.gstatic.com/mapfiles/place_api/icons/school-71.png,c1143cc050deab6d40d0fa30f896a4c17bd908ce,ChIJ85TfioF3GYcRcnzz8EuHKoM,Parachute Factory,,,"[u'point_of_interest', u'establishment']", New Mexico
